yearid,fipscode,raceid,ageid,genderid,educationid,indicatorid,miscid,datasourceid,estimateid,SuppressID,datasetid,GeoLevel,Estimate,SeEstimate,LowerLimit,UpperLimit
1998,-1,0,99,0,3,30,74,30,6,0,14,National,38.8,2.3,34.3,43.5
1998,-1,0,99,0,3,30,75,30,6,0,14,National,46,2.3,41.6,50.5
1998,-1,0,99,0,3,30,120,30,6,0,14,National,56.2,2.3,51.7,60.6
1998,-1,0,99,1,0,30,72,30,6,0,14,National,39.3,1.9,35.5,43.1
1998,-1,0,99,1,0,30,73,30,6,0,14,National,31.5,1.8,28,35.3
1998,-1,0,99,1,0,30,74,30,6,0,14,National,41.7,2,37.9,45.7
1998,-1,0,99,1,0,30,75,30,6,0,14,National,47.1,1.9,43.3,51
1998,-1,0,99,1,0,30,120,30,6,0,14,National,58.2,2,54.2,62.2
1998,-1,0,99,2,0,30,72,30,6,0,14,National,54,1.7,50.6,57.4
1998,-1,0,99,2,0,30,73,30,6,0,14,National,46.4,1.8,43,49.9
1998,-1,0,99,2,0,30,74,30,6,0,14,National,54.9,1.7,51.6,58.2
1998,-1,0,99,2,0,30,75,30,6,0,14,National,58.6,1.7,55.2,61.8
1998,-1,0,99,2,0,30,120,30,6,0,14,National,70.9,1.6,67.7,73.9
1998,-1,0,100,0,0,30,72,30,6,0,14,National,35.9,1.7,32.5,39.4
1998,-1,0,100,0,0,30,73,30,6,0,14,National,29.1,1.6,26.1,32.2
1998,-1,0,100,0,0,30,74,30,6,0,14,National,39.3,1.7,35.9,42.8
1998,-1,0,100,0,0,30,75,30,6,0,14,National,45.1,2,41.3,48.9
1998,-1,0,100,0,0,30,120,30,6,0,14,National,55.6,1.9,51.9,59.2
1998,-1,0,100,0,1,30,72,30,6,0,14,National,53.7,4.6,44.6,62.5
1998,-1,0,100,0,1,30,73,30,6,0,14,National,42.9,3.8,35.5,50.5
1998,-1,0,100,0,1,30,74,30,6,0,14,National,52.5,4.7,43.3,61.6
1998,-1,0,100,0,1,30,75,30,6,0,14,National,47.5,4.3,39.2,56
1998,-1,0,100,0,1,30,120,30,6,0,14,National,65.7,4.2,57.1,73.4
1998,-1,0,100,0,2,30,72,30,6,0,14,National,31.4,2.9,26,37.2
1998,-1,0,100,0,2,30,73,30,6,0,14,National,25.5,2.9,20.3,31.5
1998,-1,0,100,0,2,30,74,30,6,0,14,National,36.3,3.2,30.3,42.7
1998,-1,0,100,0,2,30,75,30,6,0,14,National,46.9,3.5,40,53.8
1998,-1,0,100,0,2,30,120,30,6,0,14,National,54.6,3.5,47.7,61.4
1998,-1,0,100,0,3,30,72,30,6,0,14,National,29.3,2.2,25.1,33.9
1998,-1,0,100,0,3,30,73,30,6,0,14,National,23,2,19.3,27.2
1998,-1,0,100,0,3,30,74,30,6,0,14,National,33.9,2.6,28.9,39.2
1998,-1,0,100,0,3,30,75,30,6,0,14,National,41.6,2.7,36.5,46.9
1998,-1,0,100,0,3,30,120,30,6,0,14,National,50.9,2.7,45.7,56.1
1998,-1,0,100,1,0,30,72,30,6,0,14,National,32,2.4,27.4,37
1998,-1,0,100,1,0,30,73,30,6,0,14,National,25.2,2.2,21.1,29.8
1998,-1,0,100,1,0,30,74,30,6,0,14,National,36,2.6,31,41.3
1998,-1,0,100,1,0,30,75,30,6,0,14,National,41.9,2.8,36.5,47.5
1998,-1,0,100,1,0,30,120,30,6,0,14,National,52.6,2.8,47,58.1
1998,-1,0,100,2,0,30,72,30,6,0,14,National,39.3,2.4,34.6,44.2
1998,-1,0,100,2,0,30,73,30,6,0,14,National,32.4,2.3,28.2,37
1998,-1,0,100,2,0,30,74,30,6,0,14,National,42.2,2.4,37.4,47
1998,-1,0,100,2,0,30,75,30,6,0,14,National,47.8,2.6,42.8,52.8
1998,-1,0,100,2,0,30,120,30,6,0,14,National,58.2,2.6,53,63.2
1998,-1,1,99,0,0,30,72,30,6,0,14,National,46.8,1.6,43.7,49.9
1998,-1,1,99,0,0,30,73,30,6,0,14,National,38.1,1.6,35,41.2
1998,-1,1,99,0,0,30,74,30,6,0,14,National,48.9,1.6,45.7,52
1998,-1,1,99,0,0,30,75,30,6,0,14,National,54.5,1.6,51.4,57.5
1998,-1,1,99,0,0,30,120,30,6,0,14,National,66,1.5,62.9,69
1998,-1,1,100,0,0,30,72,30,6,0,14,National,34.2,2,30.3,38.3
1998,-1,1,100,0,0,30,73,30,6,0,14,National,27.4,1.8,23.9,31.1
1998,-1,1,100,0,0,30,74,30,6,0,14,National,39.5,2.2,35.3,43.9
1998,-1,1,100,0,0,30,75,30,6,0,14,National,45.5,2.3,41,50.1
1998,-1,1,100,0,0,30,120,30,6,0,14,National,55.8,2.3,51.3,60.3
1998,-1,2,99,0,0,30,72,30,6,0,14,National,51.7,2.9,46.1,57.2
1998,-1,2,99,0,0,30,73,30,6,0,14,National,48.4,3.1,42.5,54.4
1998,-1,2,99,0,0,30,74,30,6,0,14,National,52,3,46,57.9
1998,-1,2,99,0,0,30,75,30,6,0,14,National,54.2,3,48.1,60.1
1998,-1,2,99,0,0,30,120,30,6,0,14,National,64.8,2.8,59,70.1
1998,-1,2,100,0,0,30,72,30,6,0,14,National,41.8,3.9,34.4,49.7
1998,-1,2,100,0,0,30,73,30,6,0,14,National,37.4,3.6,30.7,44.6
1998,-1,2,100,0,0,30,74,30,6,0,14,National,40,3.6,33.2,47.1
1998,-1,2,100,0,0,30,75,30,6,0,14,National,48.1,4.4,39.6,56.7
1998,-1,2,100,0,0,30,120,30,6,0,14,National,55.6,4.3,47.2,63.7
1998,-1,3,99,0,0,30,72,30,6,0,14,National,.,.,.,.
1998,-1,3,99,0,0,30,73,30,6,0,14,National,.,.,.,.
1998,-1,3,99,0,0,30,74,30,6,0,14,National,.,.,.,.
1998,-1,3,99,0,0,30,75,30,6,0,14,National,.,.,.,.
1998,-1,3,99,0,0,30,120,30,6,0,14,National,.,.,.,.
1998,-1,3,100,0,0,30,72,30,6,0,14,National,.,.,.,.
1998,-1,3,100,0,0,30,73,30,6,0,14,National,.,.,.,.
1998,-1,3,100,0,0,30,74,30,6,0,14,National,.,.,.,.
1998,-1,3,100,0,0,30,75,30,6,0,14,National,.,.,.,.
1998,-1,3,100,0,0,30,120,30,6,0,14,National,.,.,.,.
1998,-1,7,99,0,0,30,72,30,6,0,14,National,40.8,3.2,34.7,47.2
1998,-1,7,99,0,0,30,73,30,6,0,14,National,37.6,3,32,43.6
1998,-1,7,99,0,0,30,74,30,6,0,14,National,40.9,3.2,34.8,47.3
1998,-1,7,99,0,0,30,75,30,6,0,14,National,47.1,3.2,40.9,53.3
1998,-1,7,99,0,0,30,120,30,6,0,14,National,58.5,3.3,52,64.8
1998,-1,7,100,0,0,30,72,30,6,0,14,National,34.1,3.4,27.7,41
1998,-1,7,100,0,0,30,73,30,6,0,14,National,30.7,2.7,25.7,36.3
1998,-1,7,100,0,0,30,74,30,6,0,14,National,33.6,3.3,27.5,40.4
1998,-1,7,100,0,0,30,75,30,6,0,14,National,41.8,3.8,34.5,49.4
1998,-1,7,100,0,0,30,120,30,6,0,14,National,52.5,3.9,44.9,60
1999,-1,0,5,0,0,30,72,30,6,0,14,National,23.9,3.1,18.4,30.5
1999,-1,0,5,0,0,30,73,30,6,0,14,National,17.3,2.5,13,22.8
1999,-1,0,5,0,0,30,74,30,6,0,14,National,21.9,2.7,17.1,27.7
1999,-1,0,5,0,0,30,75,30,6,0,14,National,27.6,3.1,21.9,34.1
1999,-1,0,5,0,0,30,120,30,6,0,14,National,35.6,3.4,29.3,42.4
1999,-1,0,6,0,0,30,72,30,6,0,14,National,37.8,2.1,33.8,42
1999,-1,0,6,0,0,30,73,30,6,0,14,National,28.8,1.9,25.3,32.7
1999,-1,0,6,0,0,30,74,30,6,0,14,National,39.2,2.1,35.3,43.4
1999,-1,0,6,0,0,30,75,30,6,0,14,National,43.4,2.1,39.3,47.5
1999,-1,0,6,0,0,30,120,30,6,0,14,National,53.4,2.1,49.2,57.5
1999,-1,0,7,0,0,30,72,30,6,0,14,National,44.4,2.5,39.5,49.4
1999,-1,0,7,0,0,30,73,30,6,0,14,National,35.6,2.5,30.8,40.6
1999,-1,0,7,0,0,30,74,30,6,0,14,National,47.5,2.6,42.4,52.7
1999,-1,0,7,0,0,30,75,30,6,0,14,National,50.6,2.6,45.5,55.6
1999,-1,0,7,0,0,30,120,30,6,0,14,National,62,2.7,56.6,67.1
1999,-1,0,8,0,0,30,72,30,6,0,14,National,67.4,3,61.3,72.9
1999,-1,0,8,0,0,30,73,30,6,0,14,National,58.8,3.1,52.6,64.9
1999,-1,0,8,0,0,30,74,30,6,0,14,National,66.9,3.1,60.6,72.7
1999,-1,0,8,0,0,30,75,30,6,0,14,National,68.3,3.2,61.8,74.2
1999,-1,0,8,0,0,30,120,30,6,0,14,National,79.2,2.7,73.4,84
1999,-1,0,99,0,0,30,72,30,6,0,14,National,41.9,1.3,39.4,44.5
1999,-1,0,99,0,0,30,73,30,6,0,14,National,33.5,1.3,31,36
1999,-1,0,99,0,0,30,74,30,6,0,14,National,42.8,1.3,40.2,45.4
1999,-1,0,99,0,0,30,75,30,6,0,14,National,46.5,1.4,43.8,49.3
1999,-1,0,99,0,0,30,120,30,6,0,14,National,56.6,1.4,53.9,59.3
1999,-1,0,99,0,1,30,72,30,6,0,14,National,58.4,2.4,53.6,63
1999,-1,0,99,0,1,30,73,30,6,0,14,National,51.1,2.5,46.2,56
1999,-1,0,99,0,1,30,74,30,6,0,14,National,57.1,2.4,52.3,61.7
1999,-1,0,99,0,1,30,75,30,6,0,14,National,61.3,2.5,56.3,66.1
1999,-1,0,99,0,1,30,120,30,6,0,14,National,72,2.2,67.5,76
1999,-1,0,99,0,2,30,72,30,6,0,14,National,39.2,2.3,34.7,43.9
1999,-1,0,99,0,2,30,73,30,6,0,14,National,30.3,2.2,26.2,34.7
1999,-1,0,99,0,2,30,74,30,6,0,14,National,40.4,2.4,35.7,45.3
1999,-1,0,99,0,2,30,75,30,6,0,14,National,43.3,2.5,38.6,48.2
1999,-1,0,99,0,2,30,120,30,6,0,14,National,54.2,2.4,49.3,58.9
1999,-1,0,99,0,3,30,72,30,6,0,14,National,31.1,2,27.2,35.2
1999,-1,0,99,0,3,30,73,30,6,0,14,National,22,1.8,18.7,25.8
1999,-1,0,99,0,3,30,74,30,6,0,14,National,33.5,2.1,29.4,37.8
1999,-1,0,99,0,3,30,75,30,6,0,14,National,37.8,2.1,33.9,42
1999,-1,0,99,0,3,30,120,30,6,0,14,National,46.7,2.2,42.5,51.1
1999,-1,0,99,1,0,30,72,30,6,0,14,National,34.9,1.8,31.5,38.5
1999,-1,0,99,1,0,30,73,30,6,0,14,National,25.3,1.6,22.3,28.7
1999,-1,0,99,1,0,30,74,30,6,0,14,National,36.4,1.8,33,39.9
1999,-1,0,99,1,0,30,75,30,6,0,14,National,39.1,1.9,35.5,42.8
1999,-1,0,99,1,0,30,120,30,6,0,14,National,48.7,2,44.9,52.6
1999,-1,0,99,2,0,30,72,30,6,0,14,National,48.3,1.7,44.9,51.6
1999,-1,0,99,2,0,30,73,30,6,0,14,National,40.7,1.8,37.2,44.4
1999,-1,0,99,2,0,30,74,30,6,0,14,National,48.6,1.8,45.1,52.1
1999,-1,0,99,2,0,30,75,30,6,0,14,National,53.2,1.8,49.6,56.8
1999,-1,0,99,2,0,30,120,30,6,0,14,National,63.8,1.7,60.4,67
1999,-1,0,100,0,0,30,72,30,6,0,14,National,33.4,1.8,30.1,37
1999,-1,0,100,0,0,30,73,30,6,0,14,National,25.8,1.5,23,28.8
1999,-1,0,100,0,0,30,74,30,6,0,14,National,33.1,1.6,30.1,36.2
1999,-1,0,100,0,0,30,75,30,6,0,14,National,37.6,1.8,34.2,41.3
1999,-1,0,100,0,0,30,120,30,6,0,14,National,46.8,1.9,43.1,50.6
1999,-1,0,100,0,1,30,72,30,6,0,14,National,47.1,4.2,38.9,55.4
1999,-1,0,100,0,1,30,73,30,6,0,14,National,43.2,4.1,35.4,51.3
1999,-1,0,100,0,1,30,74,30,6,0,14,National,44.3,3.8,37,51.9
1999,-1,0,100,0,1,30,75,30,6,0,14,National,46.4,3.9,38.9,54.1
1999,-1,0,100,0,1,30,120,30,6,0,14,National,59.3,4,51.3,66.8
1999,-1,0,100,0,2,30,72,30,6,0,14,National,32.4,3.1,26.6,38.7
1999,-1,0,100,0,2,30,73,30,6,0,14,National,23.5,2.4,19.1,28.6
1999,-1,0,100,0,2,30,74,30,6,0,14,National,32.2,2.8,26.9,37.9
1999,-1,0,100,0,2,30,75,30,6,0,14,National,35.7,3.1,29.8,42
1999,-1,0,100,0,2,30,120,30,6,0,14,National,45.7,3.3,39.3,52.3
1999,-1,0,100,0,3,30,72,30,6,0,14,National,26.7,2.4,22.2,31.7
1999,-1,0,100,0,3,30,73,30,6,0,14,National,18.3,2,14.8,22.5
1999,-1,0,100,0,3,30,74,30,6,0,14,National,27.7,2.3,23.5,32.3
1999,-1,0,100,0,3,30,75,30,6,0,14,National,34,2.5,29.2,39.1
1999,-1,0,100,0,3,30,120,30,6,0,14,National,40.9,2.6,35.8,46.2
1999,-1,0,100,1,0,30,72,30,6,0,14,National,26.3,2.5,21.8,31.5
1999,-1,0,100,1,0,30,73,30,6,0,14,National,18.1,1.7,15,21.7
1999,-1,0,100,1,0,30,74,30,6,0,14,National,26,2,22.3,30.2
1999,-1,0,100,1,0,30,75,30,6,0,14,National,30.5,2.6,25.6,35.8
1999,-1,0,100,1,0,30,120,30,6,0,14,National,37.1,2.7,32,42.5
1999,-1,0,100,2,0,30,72,30,6,0,14,National,39.2,2.3,34.8,43.8
1999,-1,0,100,2,0,30,73,30,6,0,14,National,31.9,2.2,27.7,36.4
1999,-1,0,100,2,0,30,74,30,6,0,14,National,38.7,2.2,34.5,43
1999,-1,0,100,2,0,30,75,30,6,0,14,National,43.5,2.4,38.8,48.4
1999,-1,0,100,2,0,30,120,30,6,0,14,National,54.6,2.4,49.8,59.4
1999,-1,1,99,0,0,30,72,30,6,0,14,National,41.1,1.5,38.1,44.1
1999,-1,1,99,0,0,30,73,30,6,0,14,National,32.2,1.5,29.4,35.2
1999,-1,1,99,0,0,30,74,30,6,0,14,National,42.1,1.5,39.2,45.2
1999,-1,1,99,0,0,30,75,30,6,0,14,National,47,1.7,43.7,50.3
1999,-1,1,99,0,0,30,120,30,6,0,14,National,56.5,1.6,53.4,59.6
1999,-1,1,100,0,0,30,72,30,6,0,14,National,31.1,2,27.4,35.2
1999,-1,1,100,0,0,30,73,30,6,0,14,National,23.1,1.7,20,26.5
1999,-1,1,100,0,0,30,74,30,6,0,14,National,30.3,1.7,27.1,33.7
1999,-1,1,100,0,0,30,75,30,6,0,14,National,36.7,2.1,32.6,41.1
1999,-1,1,100,0,0,30,120,30,6,0,14,National,45.4,2.2,41.1,49.9
1999,-1,2,99,0,0,30,72,30,6,0,14,National,47.9,3.1,41.9,54
1999,-1,2,99,0,0,30,73,30,6,0,14,National,41.2,3.4,34.7,48
1999,-1,2,99,0,0,30,74,30,6,0,14,National,46.9,2.9,41.2,52.7
1999,-1,2,99,0,0,30,75,30,6,0,14,National,46.8,2.9,41.2,52.5
1999,-1,2,99,0,0,30,120,30,6,0,14,National,59.6,3.3,53.1,65.9
1999,-1,2,100,0,0,30,72,30,6,0,14,National,40,4.2,32.1,48.4
1999,-1,2,100,0,0,30,73,30,6,0,14,National,34.5,3.9,27.2,42.5
1999,-1,2,100,0,0,30,74,30,6,0,14,National,41.3,4.1,33.6,49.4
1999,-1,2,100,0,0,30,75,30,6,0,14,National,41,4,33.3,49.1
1999,-1,2,100,0,0,30,120,30,6,0,14,National,52.2,4.6,43.2,61.1
1999,-1,3,99,0,0,30,72,30,6,0,14,National,.,.,.,.
1999,-1,3,99,0,0,30,73,30,6,0,14,National,.,.,.,.
1999,-1,3,99,0,0,30,74,30,6,0,14,National,.,.,.,.
1999,-1,3,99,0,0,30,75,30,6,0,14,National,.,.,.,.
1999,-1,3,99,0,0,30,120,30,6,0,14,National,.,.,.,.
1999,-1,3,100,0,0,30,72,30,6,0,14,National,.,.,.,.
1999,-1,3,100,0,0,30,73,30,6,0,14,National,.,.,.,.
1999,-1,3,100,0,0,30,74,30,6,0,14,National,.,.,.,.
1999,-1,3,100,0,0,30,75,30,6,0,14,National,.,.,.,.
1999,-1,3,100,0,0,30,120,30,6,0,14,National,.,.,.,.
1999,-1,7,99,0,0,30,72,30,6,0,14,National,34.1,3,28.5,40.2
1999,-1,7,99,0,0,30,73,30,6,0,14,National,33.5,3.2,27.6,39.9
1999,-1,7,99,0,0,30,74,30,6,0,14,National,38.9,3.2,32.8,45.3
1999,-1,7,99,0,0,30,75,30,6,0,14,National,39.6,3.4,33.2,46.3
1999,-1,7,99,0,0,30,120,30,6,0,14,National,49,3.3,42.6,55.4
1999,-1,7,100,0,0,30,72,30,6,0,14,National,29.9,3.7,23.2,37.7
1999,-1,7,100,0,0,30,73,30,6,0,14,National,30.5,3.7,23.8,38.2
1999,-1,7,100,0,0,30,74,30,6,0,14,National,31.8,3.4,25.4,38.9
1999,-1,7,100,0,0,30,75,30,6,0,14,National,36.5,4.4,28.4,45.5
1999,-1,7,100,0,0,30,120,30,6,0,14,National,44.7,4.4,36.3,53.5
2000,-1,0,5,0,0,30,72,30,6,0,14,National,20.1,2.6,15.5,25.7
2000,-1,0,5,0,0,30,73,30,6,0,14,National,15.4,2.2,11.6,20.2
2000,-1,0,5,0,0,30,74,30,6,0,14,National,23.5,2.7,18.6,29.1
2000,-1,0,5,0,0,30,75,30,6,0,14,National,28.1,2.9,22.7,34.2
2000,-1,0,5,0,0,30,120,30,6,0,14,National,37.4,3.3,31.1,44
2000,-1,0,6,0,0,30,72,30,6,0,14,National,39.2,1.9,35.6,42.9
2000,-1,0,6,0,0,30,73,30,6,0,14,National,32.2,1.8,28.8,35.8
2000,-1,0,6,0,0,30,74,30,6,0,14,National,41.9,1.9,38.3,45.6
2000,-1,0,6,0,0,30,75,30,6,0,14,National,47,1.8,43.5,50.5
2000,-1,0,6,0,0,30,120,30,6,0,14,National,53.8,1.8,50.2,57.3
2000,-1,0,7,0,0,30,72,30,6,0,14,National,48.9,2.7,43.6,54.2
2000,-1,0,7,0,0,30,73,30,6,0,14,National,41,2.7,35.9,46.4
2000,-1,0,7,0,0,30,74,30,6,0,14,National,51.4,2.6,46.3,56.4
2000,-1,0,7,0,0,30,75,30,6,0,14,National,57.6,2.5,52.5,62.5
2000,-1,0,7,0,0,30,120,30,6,0,14,National,65.9,2.6,60.7,70.7
2000,-1,0,8,0,0,30,72,30,6,0,14,National,65.5,3,59.3,71.2
2000,-1,0,8,0,0,30,73,30,6,0,14,National,54.9,3,48.9,60.7
2000,-1,0,8,0,0,30,74,30,6,0,14,National,68.7,3,62.6,74.2
2000,-1,0,8,0,0,30,75,30,6,0,14,National,70.9,2.8,65.1,76
2000,-1,0,8,0,0,30,120,30,6,0,14,National,78.8,2.7,73,83.6
2000,-1,0,99,0,0,30,72,30,6,0,14,National,42.2,1.2,39.8,44.6
2000,-1,0,99,0,0,30,73,30,6,0,14,National,34.9,1.2,32.5,37.4
2000,-1,0,99,0,0,30,74,30,6,0,14,National,45.1,1.2,42.7,47.6
2000,-1,0,99,0,0,30,75,30,6,0,14,National,49.9,1.2,47.5,52.3
2000,-1,0,99,0,0,30,120,30,6,0,14,National,57.3,1.3,54.7,59.9
2000,-1,0,99,0,1,30,72,30,6,0,14,National,56.1,2.4,51.3,60.7
2000,-1,0,99,0,1,30,73,30,6,0,14,National,48.9,2.4,44.2,53.7
2000,-1,0,99,0,1,30,74,30,6,0,14,National,57.3,2.2,52.9,61.6
2000,-1,0,99,0,1,30,75,30,6,0,14,National,58.9,2.5,54,63.8
2000,-1,0,99,0,1,30,120,30,6,0,14,National,66.8,2.4,62,71.3
2000,-1,0,99,0,2,30,72,30,6,0,14,National,42.4,2.4,37.8,47.1
2000,-1,0,99,0,2,30,73,30,6,0,14,National,33.1,2.2,28.9,37.6
2000,-1,0,99,0,2,30,74,30,6,0,14,National,44.4,2.3,39.9,48.9
2000,-1,0,99,0,2,30,75,30,6,0,14,National,52.1,2.1,47.9,56.3
2000,-1,0,99,0,2,30,120,30,6,0,14,National,59.6,2.3,55,64
2000,-1,0,99,0,3,30,72,30,6,0,14,National,30.5,2,26.8,34.6
2000,-1,0,99,0,3,30,73,30,6,0,14,National,24.3,1.9,20.9,28.2
2000,-1,0,99,0,3,30,74,30,6,0,14,National,35,2.1,30.9,39.3
2000,-1,0,99,0,3,30,75,30,6,0,14,National,40.3,2.1,36.2,44.5
2000,-1,0,99,0,3,30,120,30,6,0,14,National,47.7,2.3,43.1,52.3
2000,-1,0,99,1,0,30,72,30,6,0,14,National,35.1,1.7,31.9,38.5
2000,-1,0,99,1,0,30,73,30,6,0,14,National,27.1,1.6,24.1,30.4
2000,-1,0,99,1,0,30,74,30,6,0,14,National,37.3,1.7,34.1,40.7
2000,-1,0,99,1,0,30,75,30,6,0,14,National,43.9,1.8,40.4,47.6
2000,-1,0,99,1,0,30,120,30,6,0,14,National,49.9,2,46,53.9
2000,-1,0,99,2,0,30,72,30,6,0,14,National,49.5,1.7,46,52.9
2000,-1,0,99,2,0,30,73,30,6,0,14,National,42.8,1.8,39.3,46.4
2000,-1,0,99,2,0,30,74,30,6,0,14,National,52.9,1.8,49.3,56.4
2000,-1,0,99,2,0,30,75,30,6,0,14,National,56,1.8,52.3,59.6
2000,-1,0,99,2,0,30,120,30,6,0,14,National,64.9,1.9,61.2,68.5
2000,-1,0,100,0,0,30,72,30,6,0,14,National,32.1,1.5,29.2,35.1
2000,-1,0,100,0,0,30,73,30,6,0,14,National,25.9,1.3,23.4,28.7
2000,-1,0,100,0,0,30,74,30,6,0,14,National,35.1,1.6,32.1,38.3
2000,-1,0,100,0,0,30,75,30,6,0,14,National,39.9,1.7,36.7,43.2
2000,-1,0,100,0,0,30,120,30,6,0,14,National,48.2,1.9,44.5,51.9
2000,-1,0,100,0,1,30,72,30,6,0,14,National,45,3.8,37.6,52.5
2000,-1,0,100,0,1,30,73,30,6,0,14,National,37.5,3.7,30.5,45
2000,-1,0,100,0,1,30,74,30,6,0,14,National,42.7,3.7,35.7,50.1
2000,-1,0,100,0,1,30,75,30,6,0,14,National,45.9,3.9,38.3,53.6
2000,-1,0,100,0,1,30,120,30,6,0,14,National,55,4.1,46.9,62.8
2000,-1,0,100,0,2,30,72,30,6,0,14,National,32.7,2.7,27.6,38.2
2000,-1,0,100,0,2,30,73,30,6,0,14,National,25.4,2.6,20.6,30.9
2000,-1,0,100,0,2,30,74,30,6,0,14,National,36.9,3,31.2,43.1
2000,-1,0,100,0,2,30,75,30,6,0,14,National,44.4,3.4,37.9,51.2
2000,-1,0,100,0,2,30,120,30,6,0,14,National,53.3,3.4,46.6,60
2000,-1,0,100,0,3,30,72,30,6,0,14,National,24.2,2.1,20.3,28.6
2000,-1,0,100,0,3,30,73,30,6,0,14,National,18.9,1.8,15.7,22.6
2000,-1,0,100,0,3,30,74,30,6,0,14,National,28.8,2.1,24.9,33
2000,-1,0,100,0,3,30,75,30,6,0,14,National,32.9,2.2,28.7,37.4
2000,-1,0,100,0,3,30,120,30,6,0,14,National,40.6,2.6,35.6,45.9
2000,-1,0,100,1,0,30,72,30,6,0,14,National,26.5,2.1,22.6,30.8
2000,-1,0,100,1,0,30,73,30,6,0,14,National,19.5,1.7,16.3,23
2000,-1,0,100,1,0,30,74,30,6,0,14,National,28.1,1.9,24.4,32
2000,-1,0,100,1,0,30,75,30,6,0,14,National,37.4,2.6,32.4,42.7
2000,-1,0,100,1,0,30,120,30,6,0,14,National,41.7,2.8,36.3,47.3
2000,-1,0,100,2,0,30,72,30,6,0,14,National,37.6,2.1,33.5,41.9
2000,-1,0,100,2,0,30,73,30,6,0,14,National,32.3,2,28.5,36.3
2000,-1,0,100,2,0,30,74,30,6,0,14,National,42.1,2.4,37.5,46.8
2000,-1,0,100,2,0,30,75,30,6,0,14,National,42.5,2.1,38.3,46.7
2000,-1,0,100,2,0,30,120,30,6,0,14,National,54.7,2.6,49.7,59.7
2000,-1,1,99,0,0,30,72,30,6,0,14,National,42.9,1.5,40,45.9
2000,-1,1,99,0,0,30,73,30,6,0,14,National,34.5,1.5,31.7,37.4
2000,-1,1,99,0,0,30,74,30,6,0,14,National,45.4,1.5,42.5,48.4
2000,-1,1,99,0,0,30,75,30,6,0,14,National,51.9,1.5,49,54.7
2000,-1,1,99,0,0,30,120,30,6,0,14,National,58.9,1.6,55.8,62
2000,-1,1,100,0,0,30,72,30,6,0,14,National,32.8,1.9,29.3,36.6
2000,-1,1,100,0,0,30,73,30,6,0,14,National,25.9,1.7,22.8,29.4
2000,-1,1,100,0,0,30,74,30,6,0,14,National,35,1.9,31.3,38.8
2000,-1,1,100,0,0,30,75,30,6,0,14,National,40.9,2,36.9,44.9
2000,-1,1,100,0,0,30,120,30,6,0,14,National,48.9,2.3,44.4,53.4
2000,-1,2,99,0,0,30,72,30,6,0,14,National,43.7,2.5,38.7,48.7
2000,-1,2,99,0,0,30,73,30,6,0,14,National,38.9,3,33.3,44.9
2000,-1,2,99,0,0,30,74,30,6,0,14,National,46.2,2.8,40.7,51.7
2000,-1,2,99,0,0,30,75,30,6,0,14,National,44.4,2.9,38.7,50.2
2000,-1,2,99,0,0,30,120,30,6,0,14,National,53,2.9,47.3,58.6
2000,-1,2,100,0,0,30,72,30,6,0,14,National,31.2,2.7,26.2,36.8
2000,-1,2,100,0,0,30,73,30,6,0,14,National,26.9,2.6,22.1,32.2
2000,-1,2,100,0,0,30,74,30,6,0,14,National,34.2,2.7,29.1,39.6
2000,-1,2,100,0,0,30,75,30,6,0,14,National,32.5,2.9,27,38.5
2000,-1,2,100,0,0,30,120,30,6,0,14,National,42.4,3.1,36.4,48.7
2000,-1,3,99,0,0,30,72,30,6,0,14,National,.,.,.,.
2000,-1,3,99,0,0,30,73,30,6,0,14,National,.,.,.,.
2000,-1,3,99,0,0,30,74,30,6,0,14,National,.,.,.,.
2000,-1,3,99,0,0,30,75,30,6,0,14,National,.,.,.,.
2000,-1,3,99,0,0,30,120,30,6,0,14,National,.,.,.,.
2000,-1,3,100,0,0,30,72,30,6,0,14,National,.,.,.,.
2000,-1,3,100,0,0,30,73,30,6,0,14,National,.,.,.,.
2000,-1,3,100,0,0,30,74,30,6,0,14,National,.,.,.,.
2000,-1,3,100,0,0,30,75,30,6,0,14,National,.,.,.,.
2000,-1,3,100,0,0,30,120,30,6,0,14,National,.,.,.,.
2000,-1,7,99,0,0,30,72,30,6,0,14,National,34.7,3,29.1,40.8
2000,-1,7,99,0,0,30,73,30,6,0,14,National,35.1,2.8,29.7,40.9
2000,-1,7,99,0,0,30,74,30,6,0,14,National,40.5,2.8,35.1,46.2
2000,-1,7,99,0,0,30,75,30,6,0,14,National,43.8,3.5,37.1,50.8
2000,-1,7,99,0,0,30,120,30,6,0,14,National,51.4,3.4,44.8,57.9
2000,-1,7,100,0,0,30,72,30,6,0,14,National,26.6,2.7,21.7,32.2
2000,-1,7,100,0,0,30,73,30,6,0,14,National,25,2.3,20.8,29.8
2000,-1,7,100,0,0,30,74,30,6,0,14,National,34,3.4,27.6,41.1
2000,-1,7,100,0,0,30,75,30,6,0,14,National,37.9,3.8,30.7,45.6
2000,-1,7,100,0,0,30,120,30,6,0,14,National,44.7,4.2,36.6,53
2001,-1,0,5,0,0,30,72,30,6,0,14,National,17.9,2.5,13.5,23.4
2001,-1,0,5,0,0,30,73,30,6,0,14,National,12.4,1.7,9.4,16.2
2001,-1,0,5,0,0,30,74,30,6,0,14,National,19.8,2.4,15.4,25
